GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43
310M100US19460,19460,"Decatur, AL Metro Area",59499,675,44463,1262,82.9,0.6,48016,1529,12.1,0.5,24840,2306,1.8,0.3,60132,18000,0.3,0.1,75069,38821,0.0,0.1,-,**,0.9,0.3,31573,10952,2.0,0.3,40441,7485,3.2,0.4,31719,7839,80.8,0.7,48646,1465,3.5,0.5,25285,3213,31.2,0.8,47351,3125,41.5,0.8,53244,2070,23.8,0.6,32945,1899,42060,798,54415,1549,40.8,1.2,53563,3466,59.2,1.2,54864,1859,75.6,1.6,67013,1648,18.3,1.2,23889,1843,6.2,0.9,39065,3448,17439,814,23521,1725,55.0,2.4,19822,1497,50.7,2.4,18543,1308,4.3,1.2,52668,12192,45.0,2.4,30745,3448,38.5,2.4,27884,3584,6.5,1.4,51526,5597,27.9,(X),(X),(X),28.2,(X),(X),(X),25.8,(X),(X),(X)
310M100US19500,19500,"Decatur, IL Metro Area",45074,547,46165,1101,83.3,0.6,50362,1342,14.4,0.6,25321,1787,0.1,0.1,127723,165408,0.7,0.1,81838,24631,0.0,0.1,24167,74929,0.2,0.2,47014,40342,1.2,0.3,33654,9787,1.1,0.2,47431,12319,82.5,0.6,50378,1352,4.7,0.6,23775,2522,29.4,0.8,52894,3617,40.0,0.8,56317,1925,25.9,0.6,34710,1652,27899,554,59682,1839,39.8,1.4,54833,3648,60.2,1.4,61537,1503,74.5,1.3,71651,1953,18.6,1.1,25078,2146,6.9,1.1,39349,3499,17175,648,27247,1222,55.1,2.0,23498,1083,48.8,2.1,22169,1285,6.3,1.1,40781,13200,44.9,2.0,34853,3132,38.4,2.0,32874,2848,6.5,1.2,56522,8328,25.6,(X),(X),(X),25.8,(X),(X),(X),23.4,(X),(X),(X)
310M100US19660,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",195579,2030,43419,671,86.3,0.4,45395,767,8.7,0.3,26757,1694,0.3,0.1,47792,11704,1.1,0.1,54408,11159,0.0,0.1,8631,31212,2.5,0.3,35328,5072,1.1,0.1,37363,6983,8.2,0.3,38184,2950,81.0,0.4,45610,776,3.1,0.2,20330,3082,24.3,0.5,47697,1904,39.7,0.5,51854,1101,32.9,0.5,35555,718,122376,1948,55101,1076,34.2,0.7,52481,2140,65.8,0.7,56263,1026,76.7,0.9,63375,1296,16.9,0.8,29560,1364,6.4,0.5,37227,3827,73203,1615,26458,716,54.9,1.0,23424,765,48.2,1.1,21670,610,6.7,0.6,41710,3674,45.1,1.0,31438,1088,35.1,1.0,26832,1325,9.9,0.9,46258,4646,32.2,(X),(X),(X),31.3,(X),(X),(X),32.2,(X),(X),(X)
310M100US19740,19740,"Denver-Aurora-Broomfield, CO Metro Area",1000849,2705,62407,377,84.7,0.2,65772,467,5.6,0.1,37489,1850,0.7,0.1,40354,3965,3.1,0.1,66707,1954,0.1,0.1,49701,11853,3.8,0.1,41008,1299,2.1,0.1,49480,2512,16.2,0.1,43169,674,73.4,0.2,70285,503,4.8,0.1,30438,979,40.1,0.2,65049,695,38.9,0.2,76324,795,16.3,0.1,41796,631,631439,3233,77925,630,48.4,0.4,74039,802,51.6,0.4,81016,780,76.0,0.4,91859,742,16.8,0.3,38276,860,7.2,0.3,51296,1774,369410,2882,40314,431,51.7,0.4,36702,597,43.0,0.4,32499,568,8.8,0.3,65647,1453,48.3,0.4,44023,626,37.1,0.4,38392,807,11.1,0.4,69231,1928,22.1,(X),(X),(X),22.7,(X),(X),(X),19.8,(X),(X),(X)
310M100US19780,19780,"Des Moines-West Des Moines, IA Metro Area",224818,1136,59898,756,91.2,0.3,61877,674,4.0,0.2,27276,2804,0.2,0.1,27128,9231,2.3,0.1,68298,5192,0.0,0.1,53631,41327,1.4,0.2,38924,4376,0.9,0.1,39129,4302,4.3,0.2,41745,3451,88.5,0.2,62519,686,5.5,0.3,31831,1790,39.3,0.3,66764,1373,37.1,0.4,72588,1553,18.1,0.2,36807,1192,149861,1403,74780,1010,49.9,0.6,72923,1751,50.1,0.6,76257,1249,78.1,0.7,86072,1068,15.5,0.6,34259,1792,6.4,0.4,43611,3158,74957,1258,34928,942,55.4,1.0,31189,969,46.3,1.0,27750,1112,9.2,0.7,61042,4298,44.6,1.0,40402,1481,35.0,1.1,35128,1583,9.5,0.7,64748,4818,24.5,(X),(X),(X),23.9,(X),(X),(X),23.9,(X),(X),(X)
310M100US19820,19820,"Detroit-Warren-Livonia, MI Metro Area",1652102,4592,51903,293,72.8,0.1,58774,443,22.1,0.1,31501,349,0.3,0.1,39679,4507,2.7,0.1,84012,1869,0.0,0.1,52500,38333,0.7,0.1,38226,2477,1.3,0.1,39591,2396,2.8,0.1,41388,1562,71.0,0.1,59311,443,2.7,0.1,22267,711,32.7,0.1,56099,696,42.0,0.1,63126,475,22.6,0.1,36210,340,1085455,3953,65943,465,45.2,0.3,64183,797,54.8,0.3,67067,409,70.8,0.3,82004,490,22.2,0.2,30407,427,7.1,0.2,43660,1181,566647,3359,30805,268,54.4,0.3,26602,300,48.8,0.3,24887,294,5.6,0.2,53909,1722,45.6,0.3,36663,486,38.1,0.3,33254,529,7.6,0.3,56862,1546,28.6,(X),(X),(X),29.2,(X),(X),(X),26.1,(X),(X),(X)
310M100US20020,20020,"Dothan, AL Metro Area",56622,601,40072,849,75.5,0.5,46166,1203,21.9,0.4,23113,1119,0.2,0.1,41875,12971,0.6,0.2,48750,15187,0.0,0.1,64688,29567,0.8,0.2,22461,8447,0.9,0.2,32061,5128,2.1,0.2,27485,6486,74.3,0.5,46681,1232,3.6,0.4,22603,3862,31.5,0.6,45199,2186,39.6,0.6,47311,2239,25.3,0.5,29039,708,38719,726,50027,1193,40.1,0.9,45821,1986,59.9,0.9,53253,1570,72.4,1.2,63008,1166,22.2,1.1,22298,1116,5.4,0.6,37083,4624,17903,592,21871,889,54.3,1.7,18567,1012,49.5,1.8,17072,829,4.9,0.9,33958,7040,45.7,1.7,26853,1628,38.7,1.7,23922,1861,6.9,0.9,49076,9144,30.7,(X),(X),(X),31.1,(X),(X),(X),28.8,(X),(X),(X)
310M100US20100,20100,"Dover, DE Metro Area",57816,623,55786,1614,73.6,0.7,60117,2068,21.7,0.7,44589,3145,0.5,0.2,31901,37920,1.6,0.2,51477,21138,0.2,0.1,25833,59995,1.0,0.3,33205,7686,1.4,0.3,45897,6261,4.0,0.4,45661,13851,70.9,0.6,60245,1914,4.1,0.7,37721,6973,33.5,0.8,61035,1986,39.3,0.9,66743,4325,23.1,0.6,41135,2696,40439,787,64900,1465,44.0,1.4,63146,1608,56.0,1.4,67058,1861,72.4,1.5,77432,1977,20.9,1.3,32469,2516,6.7,0.9,41351,7175,17377,807,33461,2348,55.7,2.4,26355,2449,47.6,2.3,23481,2253,8.1,1.3,50219,4554,44.3,2.4,39850,2268,34.6,2.4,35634,2888,9.7,2.0,68846,5787,29.1,(X),(X),(X),28.2,(X),(X),(X),28.8,(X),(X),(X)
310M100US20220,20220,"Dubuque, IA Metro Area",37323,367,50885,1348,95.8,0.4,51675,1382,1.3,0.2,20361,2657,0.2,0.2,21792,12038,1.0,0.2,56558,9984,0.0,0.1,-,**,0.0,0.1,66250,52801,1.6,0.3,32469,8818,1.4,0.3,49537,21595,94.7,0.4,51591,1374,5.0,0.6,31586,5635,32.5,0.8,59620,2826,39.1,0.7,61256,2028,23.4,0.6,32536,1308,24507,501,64641,1876,44.4,1.5,69396,3022,55.6,1.5,62585,1821,81.1,1.3,72946,1562,13.3,1.1,25784,1909,5.6,0.8,46019,3302,12816,449,30389,1096,49.9,2.0,26730,1780,42.7,2.3,23530,2204,7.2,1.5,49125,10631,50.1,2.0,34273,2003,39.4,2.2,30041,1924,10.8,2.0,59891,6508,20.3,(X),(X),(X),19.0,(X),(X),(X),22.1,(X),(X),(X)
310M100US20260,20260,"Duluth, MN-WI Metro Area",118383,889,46864,727,95.0,0.3,48149,839,0.8,0.1,19417,6584,2.4,0.2,24571,4719,0.6,0.1,28063,5501,0.0,0.1,107083,43038,0.2,0.1,28445,7153,1.1,0.1,31736,9132,0.6,0.1,32097,13768,94.6,0.3,48169,820,6.4,0.4,22630,2759,29.1,0.4,54357,1918,40.3,0.5,59846,1063,24.1,0.3,32657,1043,71724,943,61969,934,41.5,0.7,60924,2164,58.5,0.7,62526,1030,77.6,0.9,71762,999,15.4,0.8,26089,1237,7.0,0.6,41723,3740,46659,1054,26481,748,50.3,1.2,22707,916,41.4,1.1,20438,748,8.9,0.8,37830,3889,49.7,1.2,31622,1373,39.0,1.1,28344,1679,10.7,0.9,44520,2700,24.9,(X),(X),(X),24.3,(X),(X),(X),24.4,(X),(X),(X)
310M100US20500,20500,"Durham-Chapel Hill, NC Metro Area",201345,1240,52143,821,64.5,0.4,62002,1076,26.9,0.4,35606,1302,0.3,0.1,35401,8744,3.9,0.2,64219,8165,0.0,0.1,60362,42013,2.8,0.3,35217,3121,1.5,0.2,33929,6689,7.0,0.3,35133,2233,60.4,0.4,64681,988,6.8,0.3,19508,2626,38.1,0.4,52740,974,37.2,0.5,66698,1482,17.9,0.3,42497,1284,125274,1631,67056,1559,45.8,0.9,61175,2117,54.2,0.9,71744,1573,71.8,1.0,85664,1716,21.4,0.9,30928,1564,6.8,0.5,37168,2519,76071,1775,32248,874,57.0,1.0,30618,1061,45.8,1.0,28250,1375,11.1,0.8,46110,6498,43.0,1.0,34906,2175,32.0,1.0,31319,1287,11.0,0.7,47046,2385,23.7,(X),(X),(X),24.7,(X),(X),(X),20.8,(X),(X),(X)
310M100US20740,20740,"Eau Claire, WI Metro Area",64146,610,48900,1169,97.1,0.3,49341,1203,0.5,0.1,43750,39788,0.3,0.1,21250,31221,1.5,0.2,29013,9967,0.0,0.1,-,**,0.2,0.2,26136,5276,0.5,0.2,45125,17915,0.7,0.2,23906,7558,96.5,0.4,49534,1215,8.8,0.6,21278,1561,31.5,0.6,56656,2142,37.6,0.6,64461,1667,22.0,0.4,31565,1433,40023,587,64438,1380,43.5,1.1,63800,2917,56.5,1.1,64808,1562,80.3,1.3,71919,1269,13.8,1.1,27476,2916,5.9,0.7,41092,4877,24123,644,26162,1376,53.9,1.8,23034,1242,41.9,1.5,20439,1372,12.0,1.3,35243,3871,46.1,1.8,32409,1983,33.3,1.7,27157,2771,12.8,1.5,45865,4123,23.0,(X),(X),(X),21.2,(X),(X),(X),24.1,(X),(X),(X)
310M100US20940,20940,"El Centro, CA Metro Area",47928,663,41255,1301,74.6,1.3,42047,1571,1.9,0.4,52969,29765,1.6,0.3,30313,14346,1.3,0.2,77138,17822,0.1,0.1,80750,47941,18.2,1.2,36765,3274,2.4,0.5,31477,16882,75.3,0.7,36840,1766,20.0,0.7,61192,3734,3.5,0.7,22121,2720,36.4,1.1,49082,1923,39.2,1.1,46425,2787,20.9,0.7,24860,2454,38219,760,45044,2088,52.2,1.5,41968,2681,47.8,1.5,48624,1784,66.7,1.7,55848,2129,25.7,1.7,24377,2699,7.5,1.0,36955,7908,9709,572,18619,1362,51.1,3.2,14893,1814,45.4,3.1,13091,1504,5.7,1.5,32500,18511,48.9,3.2,24735,6483,41.8,3.4,21757,5473,7.1,1.8,42759,16733,30.9,(X),(X),(X),30.8,(X),(X),(X),28.3,(X),(X),(X)
310M100US21060,21060,"Elizabethtown, KY Metro Area",44177,633,48009,1363,85.8,0.7,47782,1564,10.2,0.6,50527,3547,0.3,0.1,28239,15716,1.4,0.3,60333,36701,0.1,0.1,45789,13126,0.5,0.2,50833,23385,1.6,0.4,33267,11312,3.2,0.4,52753,10297,83.7,0.7,47642,1521,5.0,0.6,25230,5977,35.8,1.0,50428,2532,39.9,1.0,59540,2601,19.3,0.6,33640,2526,31965,726,57077,1889,46.6,1.4,52210,3016,53.4,1.4,61525,2450,75.3,1.7,67386,2562,19.0,1.4,27081,3461,5.6,0.9,34847,3809,12212,645,25814,2026,55.3,2.5,21362,1562,50.2,2.3,20477,1615,5.1,1.3,43413,11131,44.7,2.5,35371,2989,36.1,2.5,32086,3668,8.6,2.0,51821,14102,19.8,(X),(X),(X),20.3,(X),(X),(X),17.6,(X),(X),(X)
310M100US21140,21140,"Elkhart-Goshen, IN Metro Area",70161,833,46712,1127,88.6,0.6,48473,1430,5.4,0.4,22987,3496,0.3,0.1,40781,21038,0.9,0.2,53333,20905,0.0,0.1,-,**,3.7,0.5,39883,3127,1.2,0.3,43592,4017,9.5,0.4,36963,2128,83.2,0.5,49886,1245,3.7,0.5,32034,4352,36.2,0.8,49006,3200,39.0,0.7,55826,2109,21.1,0.5,34589,1505,50519,839,54193,1076,48.1,1.0,49962,2633,51.9,1.0,58671,1354,75.7,1.3,62818,1425,16.5,1.2,25215,1969,7.8,1.0,42563,5048,19642,848,27720,1359,54.3,2.2,23484,1433,48.6,2.4,21490,1174,5.6,1.1,56171,9580,45.7,2.2,34931,1917,35.6,2.2,30726,2332,10.2,1.6,59762,11888,28.7,(X),(X),(X),28.7,(X),(X),(X),26.5,(X),(X),(X)
310M100US21300,21300,"Elmira, NY Metro Area",35452,614,48128,1971,93.8,0.8,49174,1903,3.8,0.6,25558,6169,0.3,0.1,41429,93024,0.6,0.2,65662,68946,0.0,0.1,-,**,0.1,0.1,70288,110166,1.5,0.5,26366,27137,1.2,0.3,27088,22267,92.9,0.9,49288,1867,4.8,0.7,21828,4262,29.4,0.9,54520,3300,40.6,1.0,58051,2456,25.2,0.9,32276,2406,22453,643,59480,1953,44.1,1.3,56270,4793,55.9,1.3,61471,2750,72.6,1.5,71615,1797,20.5,1.6,24468,1608,6.9,1.1,37958,6090,12999,547,26659,1204,55.9,2.2,23959,1547,49.0,2.6,22370,1474,6.8,1.6,60000,22603,44.1,2.2,31643,3508,34.2,2.3,27788,2919,9.9,1.9,55029,10578,28.7,(X),(X),(X),28.0,(X),(X),(X),28.9,(X),(X),(X)
310M100US21340,21340,"El Paso, TX Metro Area",252426,1315,39699,621,81.1,0.5,40451,682,3.5,0.2,48878,3338,0.6,0.1,36190,11069,1.2,0.1,53377,11504,0.1,0.1,40313,13265,11.5,0.5,30744,1304,2.0,0.2,41280,4244,76.3,0.4,35127,599,18.3,0.3,57825,1905,4.8,0.3,26230,1289,38.4,0.5,43439,981,37.7,0.5,46028,1058,19.1,0.3,27669,1069,192617,1767,43935,683,52.3,0.8,40474,1123,47.7,0.8,47221,893,66.5,0.7,54249,874,26.5,0.6,24957,781,7.0,0.5,36438,2792,59809,1586,23691,993,51.4,1.3,18453,1095,45.6,1.3,16332,861,5.8,0.7,37343,3929,48.6,1.3,30444,1759,41.2,1.2,26199,1446,7.5,0.8,54897,6232,24.6,(X),(X),(X),25.9,(X),(X),(X),19.1,(X),(X),(X)
310M100US21500,21500,"Erie, PA Metro Area",109006,777,45249,871,92.3,0.4,47219,1009,5.6,0.3,23348,2211,0.2,0.1,21343,29733,0.7,0.1,40139,15141,0.0,0.1,6719,1916,0.5,0.1,23029,3440,0.7,0.1,37438,9291,2.0,0.2,22574,4041,91.0,0.3,47486,1074,5.0,0.4,18606,2339,31.0,0.5,48032,2085,40.9,0.5,58634,1486,23.2,0.3,31849,1485,69896,692,58254,918,42.3,1.0,53626,1397,57.7,1.0,61168,1319,73.0,1.0,69399,1163,20.0,0.8,27747,1918,7.0,0.6,40945,5312,39110,855,25645,759,54.3,1.3,22545,901,46.6,1.4,20848,891,7.7,0.9,39085,3088,45.7,1.3,30729,1602,36.6,1.4,27253,1545,9.1,1.1,45827,2480,25.4,(X),(X),(X),26.0,(X),(X),(X),23.1,(X),(X),(X)
310M100US21660,21660,"Eugene-Springfield, OR Metro Area",145474,975,42628,858,92.2,0.4,43212,928,0.6,0.1,38920,5629,1.1,0.2,39164,7035,2.1,0.2,32582,6105,0.1,0.1,36667,55168,1.2,0.2,42620,9331,2.7,0.3,35898,4926,4.9,0.2,37848,2788,89.0,0.4,43534,970,8.6,0.4,16866,1901,29.7,0.4,47983,1689,38.3,0.4,53732,1257,23.5,0.3,34633,1148,86939,1106,56008,1644,40.6,0.8,50509,2340,59.4,0.8,59357,1294,74.1,1.0,65861,1001,17.5,0.8,28021,1628,8.4,0.7,30863,1861,58535,1177,25991,885,53.7,1.1,23723,1147,41.0,1.2,20863,987,12.7,0.9,37772,4029,46.3,1.1,28565,1689,30.1,1.1,24873,1229,16.1,0.9,37136,3212,24.8,(X),(X),(X),23.3,(X),(X),(X),25.3,(X),(X),(X)
310M100US21780,21780,"Evansville, IN-KY Metro Area",143478,1086,47577,765,91.7,0.3,49580,763,6.1,0.3,26202,1636,0.2,0.1,23110,4971,0.7,0.1,69615,40707,0.0,0.1,-,**,0.5,0.2,21071,13735,0.8,0.2,38590,17218,1.2,0.2,32731,10768,91.0,0.4,49592,760,5.2,0.3,21475,1573,31.6,0.5,54138,1261,40.3,0.4,59286,1616,22.9,0.4,32692,1131,94473,1269,61586,972,42.6,0.8,60707,1816,57.4,0.8,62085,1217,76.2,0.9,72829,915,17.7,0.7,26742,1256,6.1,0.5,35295,3697,49005,1314,26648,844,52.9,1.2,22164,1135,46.3,1.1,21051,1089,6.6,0.8,31324,5311,47.1,1.2,32109,1222,38.7,1.3,29670,1535,8.4,1.0,54285,4166,27.6,(X),(X),(X),26.6,(X),(X),(X),28.1,(X),(X),(X)
310M100US21820,21820,"Fairbanks, AK Metro Area",35740,620,69485,2148,83.1,1.1,72102,2573,4.4,0.6,60208,18798,5.7,0.8,47708,10882,1.7,0.4,80909,44281,0.2,0.2,39250,104248,1.0,0.4,49286,50033,3.8,0.7,50038,12024,3.8,0.6,68325,18203,80.6,1.2,72256,2592,8.6,0.9,37865,5028,41.0,1.0,69867,3580,39.4,0.9,82643,5311,11.0,0.6,53560,4250,23968,775,82225,3948,49.5,2.4,76080,3415,50.5,2.4,88878,5881,78.7,1.8,92851,3232,15.1,1.7,37382,4646,6.2,1.1,56129,4661,11772,662,41856,2643,44.6,3.5,38910,3274,34.7,3.0,34631,2679,9.9,2.3,68603,17433,55.4,3.5,45619,6029,42.4,3.2,39728,3763,13.0,2.3,78953,4139,18.6,(X),(X),(X),19.1,(X),(X),(X),16.3,(X),(X),(X)
310M100US22020,22020,"Fargo, ND-MN Metro Area",87081,574,51411,1222,94.2,0.4,52681,1193,1.4,0.2,18152,5850,1.3,0.2,28509,5642,1.5,0.2,45833,20749,0.1,0.1,20952,3281,0.6,0.2,48750,11673,0.9,0.2,40278,12787,1.8,0.2,40950,6841,93.3,0.3,52883,1172,13.1,0.6,23314,1706,37.2,0.6,60034,1774,33.2,0.6,66815,2163,16.4,0.4,35486,2132,49985,957,71234,1312,48.7,1.1,72337,2798,51.3,1.1,70440,1730,79.3,1.2,82109,1329,14.5,1.0,31005,1932,6.2,0.9,50724,4347,37096,955,30352,834,49.3,1.4,27350,1449,38.2,1.4,24970,1519,11.1,1.2,37098,2575,50.7,1.4,33553,2030,38.7,1.6,30456,1299,12.0,1.4,44854,6800,19.9,(X),(X),(X),18.7,(X),(X),(X),21.3,(X),(X),(X)
310M100US22140,22140,"Farmington, NM Metro Area",41791,491,48701,1511,63.5,1.2,54892,3536,0.6,0.2,40137,6747,29.2,0.9,37308,3123,0.4,0.1,85093,34331,0.0,0.1,58182,78899,4.9,0.8,63476,14931,1.4,0.4,40083,18159,16.8,0.7,43239,7342,52.5,1.0,59212,4324,4.8,0.6,27267,8032,32.0,1.0,51992,3539,42.4,1.0,60593,3520,20.8,0.8,31921,2336,30979,680,57077,3250,45.2,1.5,51654,3523,54.8,1.5,62703,3935,68.4,1.9,73355,2542,20.9,1.8,29140,2704,10.7,1.1,46822,5793,10812,593,27480,1858,49.5,3.2,23414,3687,42.6,3.3,21256,2497,6.9,1.8,41618,12208,50.5,3.2,30832,3220,43.2,3.3,30537,3706,7.2,1.8,36071,13026,34.2,(X),(X),(X),33.8,(X),(X),(X),32.7,(X),(X),(X)
310M100US22180,22180,"Fayetteville, NC Metro Area",135104,1270,45572,924,54.0,0.6,51220,806,36.3,0.5,38916,1378,1.9,0.2,30764,6275,2.2,0.2,51011,7120,0.2,0.1,52409,20716,2.4,0.3,40252,6765,3.0,0.3,41506,5162,7.9,0.4,41788,2396,49.8,0.5,51615,824,7.4,0.3,32730,1405,41.4,0.4,47979,1373,35.4,0.5,52700,1657,15.8,0.3,35254,1762,92675,1446,51980,1037,50.9,1.0,45237,1898,49.1,1.0,59300,2176,66.2,1.0,67632,1286,27.8,0.9,26147,1153,6.1,0.5,41492,2243,42429,1274,31357,937,50.8,1.6,25595,1063,44.7,1.7,22546,2062,6.1,0.8,43027,5154,49.2,1.6,39439,1918,39.0,1.4,35877,1521,10.3,1.1,52381,3433,30.7,(X),(X),(X),31.5,(X),(X),(X),27.1,(X),(X),(X)
310M100US22220,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",173393,1295,46428,892,88.1,0.5,47376,1057,1.7,0.2,37540,7571,1.2,0.2,48250,5154,2.1,0.1,57140,6455,0.6,0.1,29802,6882,4.3,0.3,37570,2199,2.1,0.2,40588,4272,9.8,0.3,37691,1545,82.9,0.4,48170,1171,7.3,0.4,21767,1663,39.5,0.6,51473,1461,34.0,0.4,55826,1478,19.1,0.3,34961,1379,119004,1609,56515,1117,48.1,0.9,53557,1356,51.9,0.9,59006,1251,79.1,0.9,64886,1396,15.3,0.7,27596,1651,5.5,0.5,39463,2339,54389,1487,26602,923,52.2,1.5,24048,932,43.8,1.5,22515,1079,8.3,0.8,36748,5232,47.8,1.5,29842,1569,37.0,1.4,27026,1697,10.8,1.0,45636,5890,21.7,(X),(X),(X),22.4,(X),(X),(X),19.2,(X),(X),(X)
310M100US22380,22380,"Flagstaff, AZ Metro Area",45718,845,48320,1916,72.6,1.0,53712,1980,0.9,0.2,49545,20076,19.8,0.8,36313,2602,1.6,0.3,42118,13069,0.2,0.1,55185,42403,3.4,0.5,41923,12047,1.4,0.4,33321,15001,10.3,0.6,42935,4968,66.7,0.9,54568,1874,10.0,0.8,21204,2158,32.5,1.0,51188,3425,41.1,1.0,57323,2514,16.4,0.6,42972,3984,29346,796,59082,2235,42.5,1.7,55046,4749,57.5,1.7,62366,3275,70.6,2.1,73938,3511,20.3,1.8,32031,3010,9.1,1.4,36467,4072,16372,818,30984,2667,48.9,2.7,26631,2511,35.9,2.9,23468,3002,13.0,1.8,39232,4485,51.1,2.7,35306,3111,34.7,2.5,28841,5950,16.4,2.0,41615,4041,28.9,(X),(X),(X),30.6,(X),(X),(X),23.5,(X),(X),(X)
310M100US22420,22420,"Flint, MI Metro Area",166386,1113,42730,708,76.6,0.4,47966,872,20.1,0.4,27286,1573,0.5,0.1,34764,14396,0.8,0.1,59926,10926,0.0,0.1,28000,23553,0.4,0.1,45446,22500,1.6,0.2,31641,4303,2.3,0.2,41865,2727,74.9,0.4,48108,883,3.7,0.3,17153,2022,32.5,0.4,44081,1615,40.8,0.4,52123,1303,23.0,0.3,35767,880,108321,1187,54062,1009,44.4,0.8,49304,2019,55.6,0.8,56721,983,68.7,0.8,67610,1049,24.6,0.7,25360,1129,6.7,0.4,34421,2556,58065,1237,27766,860,54.1,1.1,24592,808,47.3,1.2,23529,783,6.8,0.7,39406,7423,45.9,1.1,32244,1115,38.4,1.1,30946,1286,7.5,0.6,41861,3162,32.1,(X),(X),(X),31.6,(X),(X),(X),32.0,(X),(X),(X)
310M100US22500,22500,"Florence, SC Metro Area",78196,919,40639,756,59.3,0.7,50077,1292,38.7,0.6,29890,1262,0.2,0.1,31058,8360,0.7,0.1,67755,8232,0.0,0.1,-,**,0.3,0.1,19191,32306,0.7,0.2,27762,7224,1.4,0.2,30884,3822,58.4,0.7,50398,1328,4.2,0.5,23348,4115,31.8,0.7,44126,2264,41.2,0.7,46017,1648,22.7,0.5,30762,1499,54694,953,48669,1365,41.5,1.3,44780,2849,58.5,1.3,50560,1529,63.2,1.2,65370,1456,28.3,1.1,25843,1293,8.5,0.8,36607,3196,23502,835,23647,1480,56.9,2.1,20721,1872,51.0,2.1,18758,1946,5.9,1.1,42851,6585,43.1,2.1,28259,3048,36.6,2.1,26758,2543,6.5,1.3,39397,4893,33.1,(X),(X),(X),34.7,(X),(X),(X),28.0,(X),(X),(X)
310M100US22520,22520,"Florence-Muscle Shoals, AL Metro Area",60591,625,40473,1018,86.1,0.5,42738,1292,11.9,0.4,25785,2550,0.3,0.1,31000,12483,0.6,0.1,47614,9923,0.0,0.1,-,**,0.4,0.2,27264,44781,0.8,0.2,32782,8544,1.3,0.2,37391,17988,85.2,0.5,42775,1320,5.7,0.5,16885,1791,29.1,0.7,48403,2845,37.9,0.8,50049,3072,27.3,0.6,31961,1572,40364,818,53353,1700,39.2,1.3,50587,2545,60.8,1.3,55019,1878,76.9,1.3,62826,2608,17.6,1.2,24125,2330,5.5,0.9,42536,8289,20227,685,20958,1231,56.3,2.1,18015,1241,51.2,2.2,17322,1146,5.1,1.0,26997,3366,43.7,2.1,27437,2463,36.9,2.1,26124,2160,6.8,1.3,38314,9261,33.8,(X),(X),(X),34.5,(X),(X),(X),31.8,(X),(X),(X)
